32.647995,27.334458,18.777239,32.558145,149.876268,29.578624,37.800344,133.45805,45.085468,32.342115,142.727088,37.366495,26.056262,139.415512,40.519754,0
45.166793,26.117019,18.645196,31.567098,138.965945,20.02237,33.176819,132.80663,21.381263,28.20158,138.854737,14.808465,26.32957,128.394781,23.400235,0
20.826588,35.926397,39.943409,20.257126,88.651968,29.78106,17.812546,102.683664,16.751548,11.247996,103.264677,18.000063,15.584646,82.515342,23.045704,0
31.327256,24.482902,27.073693,22.894414,64.537885,47.775269,16.256466,89.803293,40.146627,9.443338,91.327471,35.448822,14.446064,71.702363,35.047523,0
28.164625,31.028619,23.568194,21.468457,141.750809,21.386416,29.323112,129.772949,38.852031,24.264641,138.309162,33.321451,23.231644,129.452243,30.819853,0
39.493933,30.825017,37.798715,48.789407,101.569152,29.54331,62.408973,102.175635,65.56615,59.301602,112.161872,55.427656,60.565796,102.86059,49.489659,0
46.63641,27.871526,25.808261,22.547515,69.81906,42.55667,16.971363,85.544017,36.496952,11.2885,75.54253,39.251253,16.539423,48.637377,29.019384,0
45.042568,19.961871,11.893033,13.603903,32.278803,27.388893,7.74761,17.797417,5.794515,2.940872,16.492116,1.481793,9.127502,8.934992,6.48326,0
47.299112,32.659637,25.455925,33.674011,52.766652,43.792789,29.175726,97.063906,24.384931,27.473441,104.583461,24.572468,32.064351,94.460182,22.230902,0
46.483112,30.87105,36.277547,40.493482,96.787611,39.591184,38.159227,110.260392,30.181509,30.411843,119.51907,30.006762,26.418003,122.606342,33.310417,0
27.792747,27.346865,18.35888,13.459867,12.675573,14.827358,21.851454,94.371765,35.972556,19.283318,104.185629,31.78036,26.073177,81.116557,33.292727,1
35.320273,26.381613,20.191984,14.66802,7.185043,4.248832,25.126893,121.084548,26.620646,24.078772,117.775156,30.698631,30.541078,89.432634,37.903796,1
26.048195,19.402587,26.436642,6.365824,9.542588,3.241575,28.086456,113.535227,26.468682,20.288474,116.216192,24.670197,26.922405,95.79058,20.527646,1
27.221395,15.4145,25.93975,6.623381,7.608257,2.696879,28.052599,108.763997,27.351137,21.55197,108.780979,26.11441,25.929242,91.324413,21.103923,1
32.014172,10.991831,28.415461,5.728636,6.481493,0.889479,23.010316,90.874638,34.321755,12.829574,92.857042,35.219209,11.395936,68.408045,41.629204,1
35.391177,18.592058,33.00741,4.140826,6.493375,1.912261,25.824411,100.550619,29.616766,19.956852,99.451776,31.70237,24.273458,82.648994,25.282382,1
33.667543,32.918064,19.468711,7.488233,2.724066,7.948471,28.506697,49.497494,13.477383,55.20668,70.580958,23.938099,54.585635,72.790658,27.310205,1
34.297057,31.36897,12.617624,12.278204,1.644287,8.980053,30.469056,26.478147,7.106024,52.598374,70.892878,25.786772,42.428934,65.808129,34.571704,1
37.283942,26.503899,38.901662,12.471588,1.771188,4.433059,38.654754,109.571409,23.595078,35.73803,105.880785,31.167126,25.614191,107.024708,29.663542,1
37.309748,20.163841,29.692652,7.735964,3.484735,2.936218,33.402019,102.752624,25.379006,27.139984,100.369156,26.013738,25.387794,95.077939,19.624609,1
27.064267,4.116995,11.001622,16.486113,10.552898,11.181537,14.660537,7.230117,6.805212,5.992467,1.279764,12.94928,2.583446,5.751485,12.190489,2
31.191134,4.290191,11.017077,14.137684,3.406932,3.979965,14.172432,62.540096,5.982379,4.602033,33.828657,3.623022,7.488203,11.515055,14.876723,2
32.6754,6.051246,9.601219,16.191259,6.049887,3.021566,23.574714,34.476614,52.095947,20.944558,28.680245,10.530155,21.732707,9.850545,3.993437,2
36.98364,10.596499,14.782542,8.568285,5.152676,2.903961,20.725178,85.560392,20.407994,15.760408,73.182706,27.857098,16.365531,47.081374,18.958339,2
28.553979,4.386473,14.044008,14.800291,8.822664,4.434532,12.65398,85.107713,5.68562,4.419841,57.803916,8.104906,9.925122,21.634206,28.194048,2
43.905587,4.436173,6.406616,7.984581,3.269949,4.945221,21.120639,23.389945,11.310605,16.343349,24.295424,15.957736,9.628379,15.356038,23.239797,2
47.227182,2.093504,13.185004,10.198872,9.016928,4.762649,30.488841,87.460182,19.246491,31.417656,83.437891,35.377278,26.301992,71.631192,41.428162,2
38.963707,3.312926,14.764106,13.346643,2.701027,3.122325,15.783439,70.890089,24.271086,16.162595,55.105191,27.125569,14.065205,31.765137,30.163877,2
38.235214,9.765067,12.204059,13.054985,3.186906,6.008764,30.496132,105.006685,19.614097,37.621662,101.843967,33.236817,36.027421,96.934316,33.416261,2
44.894136,5.70314,18.672275,16.862815,7.250208,1.171276,27.349864,91.238617,15.085455,31.288754,83.88486,30.505573,32.303599,72.09353,33.306199,2
33.233165,5.25137,12.361472,7.406677,2.403716,1.809087,14.060716,1.544563,4.514234,31.659243,100.935772,25.510835,35.25103,89.933031,19.148129,3
52.796238,11.266403,14.081873,4.255632,1.900488,2.120873,8.55583,4.423145,2.657591,32.922917,102.226827,22.889829,35.501908,85.247861,24.733276,3
45.530282,6.599183,2.705272,11.85124,11.457306,8.534295,10.935138,3.143677,7.689091,40.015122,108.65004,20.13136,44.474448,95.466861,23.438341,3
40.178526,5.883763,11.29323,9.412355,5.010292,3.067079,17.32515,5.933416,5.999398,39.241775,112.753544,23.859172,37.437907,104.919452,24.762976,3
41.220657,6.328683,11.057584,8.445178,5.794255,1.084988,11.758416,8.098485,5.679773,36.361657,116.513918,16.134616,37.406455,101.434675,18.718483,3
58.02947,7.936083,18.771053,7.850386,3.486047,9.073247,6.786294,4.949442,3.565229,34.00483,84.326025,32.75585,41.777266,74.807435,32.737475,3
47.655365,6.263117,10.347858,4.807681,4.465829,8.09318,5.107651,1.721795,4.607089,33.309515,102.655187,23.337544,38.665966,107.032195,18.660136,3
37.110564,9.127239,10.668107,9.388768,7.970887,9.143346,12.781739,13.336964,6.699117,2.049043,44.085116,10.394698,5.635468,36.843559,23.71873,3
38.684006,11.97784,10.109062,4.396552,1.626858,0.703276,12.755652,4.171569,4.843316,33.498154,83.193397,31.964912,32.269514,74.880485,33.148861,3
37.850077,11.219031,11.298609,4.051946,5.171304,1.238764,9.662268,7.351379,3.868443,29.601931,85.170091,34.670269,24.091245,67.618521,43.369632,3
33.375924,45.897643,44.959032,4.206236,2.51032,3.222605,6.7857,5.948434,5.08405,4.488179,10.262063,2.284405,10.728425,9.843519,2.926731,4
42.745151,37.643024,50.160862,5.43513,4.830251,6.826986,5.556171,3.002356,0.205582,4.94373,4.228434,1.315191,14.777243,1.532173,2.396397,4
36.649501,39.702291,44.822909,3.64293,8.181224,8.751886,3.456824,9.219551,4.474447,5.561067,16.236727,1.138055,18.15829,4.719707,7.470625,4
33.732343,45.422586,55.822462,7.638146,2.152629,4.033472,1.464054,4.268573,1.663308,2.984584,7.626433,3.389159,6.941995,4.292772,5.763352,4
38.116837,42.44198,54.622501,5.664158,2.892497,5.78595,4.736157,4.173156,2.245456,4.465982,7.503835,2.509713,12.375703,4.960036,2.874021,4
24.033897,40.088233,38.787525,9.386012,9.464247,10.41331,5.538884,8.901695,6.428157,5.607933,8.132257,8.182374,12.767122,4.234681,9.934021,4
22.047348,48.635157,48.085973,4.204146,8.78294,8.546689,8.453367,8.064216,4.190607,8.495972,9.646204,6.860789,15.861648,9.336959,7.072326,4
33.365355,38.958717,46.81389,9.899286,7.299461,2.715544,9.758196,11.715413,5.594981,17.783596,9.33926,5.354658,18.192992,8.105073,12.36209,4
38.594702,38.014552,39.186073,10.419738,4.358816,1.884457,3.774121,6.272337,6.311814,4.514871,3.737852,3.404841,16.175068,7.367417,6.986737,4
34.595418,45.275342,38.231041,16.250354,8.341614,3.207451,15.948974,17.222175,0.766148,21.815026,15.449771,4.494622,21.761233,9.026763,6.234337,4
35.255824,12.681438,12.162714,1.949913,4.178936,2.69438,5.003759,5.714465,4.993314,2.866081,7.437629,5.021466,6.839853,3.950859,7.966758,5
